"","X.link.","X.title.","X.time.","X.text."
"298","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:21 AMPosted by SirMemesterAnd know why she's OP?REZ WILL NEVER be balanced as long as it is an ability; they need to revert her and start over from there.But will they? No. They're too prideful to do such a thing and will not change her because they think she's completely fine. She isn't fun, she's overpowered, and this game is suffering because of it. While they run about occasionally doing something about the game, they're focusing mainly on OWL.Why? Because money.First off your,premise is wrong on every level.  Ana is more fun for OWL views than Mercy so if that were the goal they would buff Ana.Second if the ONLY change you made to Mercy was a nerf that made it so rez only worked during valk she would still be the,best healer in the game by far.  She does the most healing, has the best survivability with Valk AND has the ability to undo death and provide a nice damage boost during valk."
"299","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"What if the Earth is actually flat, and it's just the universe that's curved around it?"
"300","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:21 AMPosted by tacticturtlethe earth is flat?please.I thought we all knew it was square by now.Foolish.The earth does not actually exist. It is simply an unreal fabricated image made by the governments of the world to keep us common people in this disgusting prison they call ""Earth"", so that they may continue to control us and use us for their putrid and slimy monetary gain."
"301","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"Yet the balance developers didnt notice this, or the 13K healing per 10 mins that mercy can easily have. I bet they are still drunk from the celebration of the game reaching 30 million accounts.Mercy ult is freaking broken.Edit: In case you already forgot, mercy ult had increased damage and shooting speed.https://www.youtube.com/watch?v=rnp7-jATui8Just to say lol."
"302","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:18 AMPosted by AbusedTurtleMercy mains dominate this forum. They will never stop complaining that she needs buffs or that she was never really that strong despite the evidence to the contrary. She is 100% the best healer in the game right now with the best healing, the most impactful and insanely strong ultimate, and of course resses.And people wonder why Mercy mains recieve so much hate. Or ANY main for that matter. Maybe it's because in reality every single person on every single hero is different, so vast generalizations like this only hurt the playerbase. So how about we stop with them, okay?"
"303","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:14 AMPosted by RiplaaahMercy current pickrate is now at 15.95. %100 is 16.6. Trending to perfection.Trying to argue mercy isn't op is like trying to argue the earth is flat... All the statistical and scientific evidence is there but somehow we still try and argue the earth is indeed flat.Smh....People who don't Mercy: ""Mah dudes, Mercy needed a change she wuz too op with Maxx Rez!""People who Mercy: *facepalms*"
"304","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"maybe a good nerv would be not on her kit but instead increase the size of her hitboxes. Make it overall easier for everybody to shut her down."
"305","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:49 AMPosted by KinkyClam12/22/2017 11:18 AMPosted by AbusedTurtleMercy mains dominate this forum. They will never stop complaining that she needs buffs or that she was never really that strong despite the evidence to the contrary. She is 100% the best healer in the game right now with the best healing, the most impactful and insanely strong ultimate, and of course resses.And people wonder why Mercy mains recieve so much hate. Or ANY main for that matter. Maybe it's because in reality every single person on every single hero is different, so vast generalizations like this only hurt the playerbase. So how about we stop with them, okay?That was a really strong the earth is flat argument. It honestly blew my mind. F statistics this is the answer"
"306","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:30 AMPosted by possumcorpseJust say no to bringing back that rubberbanding bs gameplay. This Mercy is significantly better from a gameplay perspective than old Mercy.the new mercy is better than the old one.of course, the new one is still OP.not just res, her pocketing ability without aiming is extremely powerful."
"307","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"*100%"
"308","https://us.battle.net/forums/en/overwatch/topic/20760696895?page=2#post-36","Mercy approaches %100 GM pickrate. The earth is flat",NA,"12/22/2017 11:54 AMPosted by Riplaaah12/22/2017 11:49 AMPosted by KinkyClam...And people wonder why Mercy mains recieve so much hate. Or ANY main for that matter. Maybe it's because in reality every single person on every single hero is different, so vast generalizations like this only hurt the playerbase. So how about we stop with them, okay?That was a really strong the earth is flat argument. It honestly blew my mind. F statistics this is the answerI'm not agreeing or disagreeing that Mercy is in need of nerfs. In fact I think she does. All I'm saying is to stop assuming all Mercy Mains think she's underpowered and needs buffs, because most I've seen aren't that stupid."
"309","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun","2017-12-22 05:09:00","oh you wanted to kill mercy with rip tyre well welcome to my hook, no mercy kill for you"
"310","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"*pinches lit fuze**gives Junkrat stern look*"
"311","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"lol that bit is funny, its weird how roadhog is actually a very good counter to his ult, either alt fire out of existence, hook and kill or take a breather and watch it do basically 0 damage"
"312","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"A roadhog hooked my tire and i got a double kill with it.That was a fun day"
"313","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"You can hook Junkrat's ult?...You know, I find it kind of weird that I knew you could hook a concussion mine but never even thought about the rip-tire."
"314","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"its hard for me to hook em because im out of hook range or my aim sucks or im not in the right position."
"315","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"12/21/2017 10:11 PMPosted by EsbernYou can hook Junkrat's ult?...You know, I find it kind of weird that I knew you could hook a concussion mine but never even thought about the rip-tire.You can hook his mine?!?!"
"316","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"I have learned so much from this thread 0_oThere is now one entity left in this game left for me to cliff hook &gt;:3"
"317","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"12/21/2017 10:17 PMPosted by FirestarterYou can hook his mine?!?!Yep, as long as they haven't removed it. There's a video out there somewhere of Prolike Chro testing it in a Custom Game."
"318","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"*tire"
"319","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"12/21/2017 10:24 PMPosted by Echo*tiretyre, how does it feel to try to correct someone and manage to be completely wrong?"
"320","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"12/21/2017 10:44 PMPosted by GoatyMcGoat12/21/2017 10:24 PMPosted by Echo*tiretyre, how does it feel to try to correct someone and manage to be completely wrong?https://overwatch.gamepedia.com/Junkrat*tire"
"321","https://us.battle.net/forums/en/overwatch/topic/20760636797","hooking rip tyres is fun",NA,"I need people like this in my life to protect me"
